	Class	Label	FileContent
86	FieldTextMenu.java	GUI	net sf jabref gui fieldeditors contextmenu awt event actionevent awt event mouseevent awt event mouselistener javax swing abstractaction javax swing action javax swing jmenuitem javax swing jpopupmenu javax swing text jtextcomponent net sf jabref gui clipboardmanager net sf jabref gui actions copyaction net sf jabref gui actions copydoiurlaction net sf jabref gui actions pasteaction net sf jabref gui fieldeditors fieldeditor net sf jabref logic formatter bibtexfields normalizenamesformatter net sf jabref logic l10n localization net sf jabref model entry fieldname net sf jabref model strings stringutil fieldtextmenu mouselistener fieldeditor field jpopupmenu inputmenu jpopupmenu copyaction copyaction pasteaction pasteaction jmenuitem doimenuitem protectedtermsmenu protectedtermsmenu max paste preview length fieldtextmenu fieldeditor fieldcomponent field fieldcomponent copyaction copyaction jtextcomponent field pasteaction pasteaction jtextcomponent field copydoiurlaction copydoiaction copydoiurlaction jtextcomponent field doimenuitem jmenuitem copydoiaction initmenu override mouseclicked mouseevent nothing override mouseentered mouseevent nothing override mouseexited mouseevent nothing override mousepressed mouseevent maybeshowpopup override mousereleased mouseevent maybeshowpopup maybeshowpopup mouseevent ispopuptrigger field null field requestfocus enable disable copy clipboard selected text available string txt field getselectedtext string alltxt field gettext boolean copystatus false txt null txt isempty alltxt null alltxt isempty copystatus true copyaction setenabled copystatus string data clipboardmanager getclipboardcontents boolean pastestatus false data isempty pastestatus true pasteaction putvalue action short description localization lang paste clipboard stringutil limitstringlength data max paste preview length else pasteaction putvalue action short description localization lang paste clipboard pasteaction setenabled pastestatus protectedtermsmenu null protectedtermsmenu updatefiles boolean isdoifield field getfieldname equals fieldname doi doimenuitem setvisible isdoifield boolean isdoifieldempty field gettext isempty doimenuitem setenabled isdoifieldempty inputmenu show getcomponent getx gety initmenu inputmenu add pasteaction inputmenu add copyaction field gettextcomponent instanceof jtextcomponent inputmenu add doimenuitem inputmenu addseparator inputmenu add replaceaction field gettextcomponent instanceof jtextcomponent inputmenu add casechangemenu jtextcomponent field gettextcomponent inputmenu add conversionmenu jtextcomponent field gettextcomponent inputmenu addseparator protectedtermsmenu protectedtermsmenu jtextcomponent field gettextcomponent inputmenu add protectedtermsmenu suppresswarnings serial replaceaction abstractaction replaceaction putvalue action name localization lang normalize bibtex name format putvalue action short description localization lang possible normalize list names conform standard bibtex name formatting override actionperformed actionevent evt field gettext isempty string input field gettext field settext normalizenamesformatter format input 
87	ProtectedTermsMenu.java	GUI	net sf jabref gui fieldeditors contextmenu javax swing jmenu javax swing jmenuitem javax swing text jtextcomponent net sf jabref globals net sf jabref jabrefgui net sf jabref gui protectedterms newprotectedtermsfiledialog net sf jabref logic formatter casechanger protecttermsformatter net sf jabref logic l10n localization net sf jabref logic protectedterms protectedtermslist protectedtermsmenu jmenu protecttermsformatter formatter protecttermsformatter globals protectedtermsloader jmenu externalfiles jtextcomponent opener protectedtermsmenu jtextcomponent opener super localization lang protect terms opener opener jmenuitem protectitem jmenuitem localization lang add around selected text protectitem addactionlistener event string selectedtext opener getselectedtext selectedtext null selectedtext isempty opener replaceselection selectedtext jmenuitem formatitem jmenuitem localization lang format field formatitem addactionlistener event opener settext formatter format opener gettext externalfiles jmenu localization lang add selected text list updatefiles add protectitem add externalfiles addseparator add formatitem updatefiles externalfiles removeall protectedtermslist list globals protectedtermsloader getprotectedtermslists list isinternallist jmenuitem fileitem jmenuitem list getdescription externalfiles add fileitem fileitem addactionlistener event string selectedtext opener getselectedtext selectedtext null selectedtext isempty list addprotectedterm selectedtext externalfiles addseparator jmenuitem addtonewfileitem jmenuitem localization lang addtonewfileitem addactionlistener event newprotectedtermsfiledialog dialog newprotectedtermsfiledialog jabrefgui getmainframe globals protectedtermsloader dialog setvisible true dialog isokpressed update preferences list globals prefs setprotectedtermspreferences globals protectedtermsloader externalfiles add addtonewfileitem 
88	EntryLinkListEditor.java	GUI	net sf jabref gui fieldeditors awt borderlayout awt color awt component awt fontmetrics awt insets awt event actionevent awt event mouseadapter awt event mouseevent io ioexception io stringreader util arraylist util collections util list util optional javax swing abstractaction javax swing jbutton javax swing jcomponent javax swing jlabel javax swing jmenuitem javax swing jpanel javax swing jpopupmenu javax swing jscrollpane javax swing jtable javax swing keystroke javax swing swingutilities javax swing table defaulttablemodel javax swing table tablecellrenderer net sf jabref globals net sf jabref gui icontheme net sf jabref gui jabrefframe net sf jabref gui autocompleter autocompletelistener net sf jabref gui entryeditor entryeditor net sf jabref gui keyboard keybinding net sf jabref logic l10n localization net sf jabref logic layout layout net sf jabref logic layout layouthelper net sf jabref model database bibdatabase net sf jabref model database bibdatabasecontext net sf jabref model entry bibentry net sf jabref model entry entrylinklist net sf jabref model entry parsedentrylink com jgoodies forms builder formbuilder com jgoodies forms layout formlayout org apache commons logging log org apache commons logging logfactory entrylinklisteditor jtable fieldeditor log logger logfactory getlog entrylinklisteditor fieldnamelabel label jabrefframe frame bibdatabasecontext databasecontext string fieldname entryeditor entryeditor jpanel panel entrylinklisttablemodel tablemodel jpopupmenu menu jpopupmenu boolean singleentry jbutton add jbutton icontheme jabreficon add nobox getsmallicon jbutton remove jbutton icontheme jabreficon remove nobox getsmallicon string layoutformat \\begin author \\format[authors latextounicode] \\author \\end author \\begin title \\format[latextounicode] \\title \\end title \\begin year \\year\\end year entrylinklisteditor jabrefframe frame bibdatabasecontext databasecontext string fieldname string content entryeditor entryeditor boolean singleentry frame frame databasecontext databasecontext fieldname fieldname entryeditor entryeditor singleentry singleentry label fieldnamelabel fieldname tablemodel entrylinklisttablemodel entrylinklist parse content databasecontext getdatabase settext content setmodel tablemodel jscrollpane spane jscrollpane settableheader null addmouselistener tableclicklistener add settooltiptext entry link insert remove settooltiptext remove entry link delete add setmargin insets remove setmargin insets add addactionlistener addentry remove addactionlistener removeentries formbuilder builder formbuilder create layout formlayout fill:pref:grow 1dlu fill:pref:grow fill:pref fill:pref 1dlu fill:pref singleentry jbutton jbutton icontheme jabreficon getsmallicon jbutton jbutton icontheme jabreficon getsmallicon setmargin insets setmargin insets addactionlistener moveentry addactionlistener moveentry builder add xy builder add xy builder add add xy builder add remove xy jbutton button jbutton localization lang select button addactionlistener selectentry builder add button xyw panel jpanel panel setlayout borderlayout panel add spane borderlayout center panel add builder getpanel borderlayout east add input action pair deleting entries: getinputmap put keystroke getkeystroke delete delete getactionmap put delete abstractaction override actionperformed actionevent actionevent row getselectedrow removeentries row math min row getrowcount row setrowselectioninterval row row add input action pair inserting entry: getinputmap put keystroke getkeystroke insert insert getactionmap put insert abstractaction override actionperformed actionevent actionevent row getselectedrow addentry setrowselectioninterval row row add input action pair moving entry up: getinputmap put globals getkeyprefs getkey keybinding file list editor move entry move getactionmap put move abstractaction override actionperformed actionevent actionevent moveentry add input action pair moving entry down: getinputmap put globals getkeyprefs getkey keybinding file list editor move entry move getactionmap put move abstractaction override actionperformed actionevent actionevent moveentry jmenuitem openlink jmenuitem localization lang select menu add openlink openlink addactionlistener selectentry set table row height fontmetrics metrics getfontmetrics getfont setrowheight math max getrowheight metrics getheight updatebuttonstates selectentry selectedrow getselectedrow selectedrow string crossref tablemodel getentry selectedrow getkey frame getcurrentbasepanel getdatabase getentrybykey crossref ifpresent entry frame getcurrentbasepanel highlightentry entry adjustcolumnwidth column column getcolumncount column width row row getrowcount row tablecellrenderer renderer getcellrenderer row column component comp preparerenderer renderer row column width math max comp getpreferredsize width width columnmodel getcolumn column setpreferredwidth width override string getfieldname fieldname returns component added container might jscrollpane component override jcomponent getpane panel returns text component override jcomponent gettextcomponent override jlabel getlabel label override setlabelcolor color color label setforeground color override string gettext tablemodel gettext override settext string newtext tablemodel setcontent entrylinklist parse newtext databasecontext getdatabase adjustcolumnwidth updatebuttonstates override append string text nothing override updatefont nothing override paste string texttoinsert nothing override string getselectedtext null addentry row getselectedrow row row parsedentrylink entry parsedentrylink databasecontext getdatabase tablemodel addentry row entry entryeditor updatefield adjustcolumnwidth updatebuttonstates removeentries int[] rows getselectedrows rows null rows length tablemodel removeentry rows[i] entryeditor updatefield adjustcolumnwidth updatebuttonstates updatebuttonstates singleentry tablemodel isempty add setenabled true remove setenabled false else add setenabled false remove setenabled true moveentry int[] sel getselectedrows sel length tablemodel getrowcount toidx sel[0] toidx tablemodel getrowcount toidx tablemodel getrowcount toidx toidx tablemodel getrowcount parsedentrylink entry tablemodel getentry sel[0] tablemodel removeentry sel[0] tablemodel addentry toidx entry entryeditor updatefield setrowselectioninterval toidx toidx adjustcolumnwidth tableclicklistener mouseadapter override mouseclicked mouseevent getbutton mouseevent button1 getclickcount row rowatpoint getpoint row optional<bibentry> entry tablemodel getentry row getlinkedentry entry ispresent select entry main table frame getcurrentbasepanel highlightentry entry get else focus bibtex key field else ispopuptrigger processpopuptrigger override mousepressed mouseevent ispopuptrigger processpopuptrigger override mousereleased mouseevent ispopuptrigger processpopuptrigger processpopuptrigger mouseevent row rowatpoint getpoint row setrowselectioninterval row row menu show entrylinklisteditor getx gety override undo nothing override redo nothing override setautocompletelistener autocompletelistener listener nothing override clearautocompletesuggestion nothing override setactivebackgroundcolor nothing override setvalidbackgroundcolor nothing override setinvalidbackgroundcolor nothing override updatefontcolor nothing entrylinklisttablemodel defaulttablemodel list<parsedentrylink> internallist collections synchronizedlist arraylist<> entrylinklisttablemodel list<parsedentrylink> originallist addentries originallist string gettext synchronized internallist string result entrylinklist serialize internallist result addentries list<parsedentrylink> newlist internallist addall newlist swingutilities iseventdispatchthread firetabledatachanged else swingutilities invokelater firetabledatachanged setcontent list<parsedentrylink> newlist internallist clear internallist addall newlist swingutilities iseventdispatchthread firetabledatachanged else swingutilities invokelater firetabledatachanged override getcolumncount override getrowcount internallist null synchronized internallist internallist size override class<string> getcolumnclass columnindex string override object getvalueat rowindex columnindex synchronized internallist parsedentrylink entry internallist get rowindex switch columnindex case 0: entry getkey case 1: entry getlinkedentry map bibentry formatentry bibentry entry getdatabase orelse unknown entry default: null parsedentrylink getentry index synchronized internallist internallist get index removeentry index internallist remove index swingutilities iseventdispatchthread firetablerowsdeleted index index else swingutilities invokelater firetablerowsdeleted index index boolean isempty internallist isempty add entry table model fire change event change event fired event dispatch thread param index row index insert entry param entry entry insert addentry index parsedentrylink entry synchronized internallist internallist add index entry swingutilities iseventdispatchthread firetabledatachanged else swingutilities invokelater firetabledatachanged override boolean iscelleditable row column column override setvalueat object avalue rowindex columnindex synchronized internallist columnindex internallist get rowindex setkey string avalue swingutilities iseventdispatchthread firetablerowsupdated rowindex rowindex else swingutilities invokelater firetablerowsupdated rowindex rowindex string formatentry bibentry entry bibdatabase database stringreader sr stringreader layoutformat try layout layout layouthelper sr globals prefs getlayoutformatterpreferences globals journalabbreviationloader getlayoutfromtext layout dolayout entry database catch ioexception logger warn problem generating entry layout 
89	FieldEditor.java	GUI	net sf jabref gui fieldeditors awt color awt container javax swing jcomponent javax swing jlabel net sf jabref gui autocompleter autocompletelistener fieldeditors common interface textfield textarea interface fieldeditor string getfieldname returns component added container might jscrollpane component jcomponent getpane returns text component jcomponent gettextcomponent jlabel getlabel setactivebackgroundcolor setvalidbackgroundcolor setinvalidbackgroundcolor setlabelcolor color color setbackground color color updatefontcolor string gettext sets given text current field editor marks text editor modified param newtext settext string newtext append string text container getparent requestfocus setenabled boolean enabled updatefont paste text component also take selected text account paste string texttoinsert normally implemented jtextarea jtextfield string getselectedtext undo redo setautocompletelistener autocompletelistener listener clearautocompletesuggestion 
90	FieldEditorFocusListener.java	GUI	net sf jabref gui fieldeditors awt event focusevent awt event focuslistener javax swing jcomponent net sf jabref gui guiglobals focus listener changes color text area focus fieldeditorfocuslistener focuslistener override focusgained focusevent event event getsource instanceof fieldeditor fieldeditor event getsource setactivebackgroundcolor else jcomponent event getsource setbackground guiglobals activebackgroundcolor override focuslost focusevent event event getsource instanceof fieldeditor jcomponent event getsource setbackground guiglobals validfieldbackgroundcolor 
91	FieldNameLabel.java	GUI	net sf jabref gui fieldeditors awt graphics awt graphics2d awt renderinghints javax swing borderfactory javax swing jlabel javax swing swingconstants net sf jabref gui guiglobals net sf jabref model entry fieldname fieldnamelabel jlabel fieldnamelabel string name super fieldnamelabel getfieldnamelabeltext name swingconstants left setverticalalignment swingconstants top setforeground guiglobals entry editor label color setborder borderfactory createemptyborder override paintcomponent graphics graphics2d g2 graphics2d g2 setrenderinghint renderinghints key antialiasing renderinghints value antialias g2 setrenderinghint renderinghints key rendering renderinghints value render quality super paintcomponent g2 string getfieldnamelabeltext string fieldname fieldname getdisplayname fieldname 
92	FileListEditor.java	GUI	net sf jabref gui fieldeditors awt borderlayout awt color awt component awt insets awt event actionevent awt event actionlistener awt event mouseadapter awt event mouseevent io file io ioexception nio file files nio file path nio file paths util arraylist util list util optional javax swing abstractaction javax swing jbutton javax swing jcomponent javax swing jdialog javax swing jlabel javax swing jmenuitem javax swing joptionpane javax swing jpanel javax swing jpopupmenu javax swing jscrollpane javax swing jtable javax swing keystroke javax swing transferhandler javax swing table tablecellrenderer net sf jabref globals net sf jabref jabrefexecutorservice net sf jabref gui icontheme net sf jabref gui jabrefframe net sf jabref gui actions actions net sf jabref gui autocompleter autocompletelistener net sf jabref gui desktop jabrefdesktop net sf jabref gui entryeditor entryeditor net sf jabref gui externalfiles autosetlinks net sf jabref gui externalfiles downloadexternalfile net sf jabref gui externalfiles movefileaction net sf jabref gui externalfiletype externalfiletype net sf jabref gui externalfiletype externalfiletypes net sf jabref gui filelist filelistentry net sf jabref gui filelist filelistentryeditor net sf jabref gui filelist filelisttablemodel net sf jabref gui keyboard keybinding net sf jabref gui util guiutil net sf jabref logic l10n localization net sf jabref logic util io fileutil net sf jabref model database bibdatabasecontext net sf jabref model entry bibentry com jgoodies forms builder formbuilder com jgoodies forms layout formlayout org apache commons logging log org apache commons logging logfactory filelisteditor jtable fieldeditor downloadexternalfile downloadcallback log logger logfactory getlog filelisteditor fieldnamelabel label filelistentryeditor editor jabrefframe frame bibdatabasecontext databasecontext string fieldname entryeditor entryeditor jpanel panel filelisttablemodel tablemodel jbutton auto jpopupmenu menu jpopupmenu filelisteditor jabrefframe frame bibdatabasecontext databasecontext string fieldname string content entryeditor entryeditor frame frame databasecontext databasecontext fieldname fieldname entryeditor entryeditor label fieldnamelabel fieldname tablemodel filelisttablemodel settext content setmodel tablemodel jscrollpane spane jscrollpane settableheader null addmouselistener tableclicklistener guiutil correctrowheight jbutton add jbutton icontheme jabreficon add nobox getsmallicon add settooltiptext localization lang file link insert jbutton remove jbutton icontheme jabreficon remove nobox getsmallicon remove settooltiptext localization lang remove file link delete jbutton jbutton icontheme jabreficon getsmallicon jbutton jbutton icontheme jabreficon getsmallicon auto jbutton localization lang get fulltext jbutton download jbutton localization lang download url add setmargin insets remove setmargin insets setmargin insets setmargin insets add addactionlistener addentry remove addactionlistener removeentries addactionlistener moveentry addactionlistener moveentry auto addactionlistener autosetlinks download addactionlistener downloadfile formbuilder builder formbuilder create layout formlayout fill:pref 1dlu fill:pref 1dlu fill:pref fill:pref fill:pref builder add xy builder add add xy builder add auto xy builder add xy builder add remove xy builder add download xy panel jpanel panel setlayout borderlayout panel add spane borderlayout center panel add builder getpanel borderlayout east transferhandler transferhandler filelisteditortransferhandler frame entryeditor null settransferhandler transferhandler panel settransferhandler transferhandler add input action pair deleting entries: getinputmap put keystroke getkeystroke delete delete getactionmap put delete abstractaction override actionperformed actionevent actionevent row getselectedrow removeentries row math min row getrowcount row setrowselectioninterval row row add input action pair inserting entry: getinputmap put keystroke getkeystroke insert insert getactionmap put insert abstractaction override actionperformed actionevent actionevent addentry add input action pair moving entry up: getinputmap put globals getkeyprefs getkey keybinding file list editor move entry move getactionmap put move abstractaction override actionperformed actionevent actionevent moveentry add input action pair moving entry down: getinputmap put globals getkeyprefs getkey keybinding file list editor move entry move getactionmap put move abstractaction override actionperformed actionevent actionevent moveentry jmenuitem openlink jmenuitem localization lang open menu add openlink openlink addactionlistener openselectedfile jmenuitem openfolder jmenuitem localization lang open folder menu add openfolder openfolder addactionlistener row getselectedrow row filelistentry entry tablemodel getentry row try string path absolute path paths get entry link isabsolute path paths get entry link tostring else relative file folder string folder databasecontext getfiledirectory globals prefs getfiledirectorypreferences path file paths get folder entry link files exists file path file tostring break path isempty jabrefdesktop openfolderandselectfile path else joptionpane showmessagedialog frame localization lang file found localization lang error joptionpane error message catch ioexception ex logger debug cannot open folder ex jmenuitem rename jmenuitem localization lang move rename file menu add rename rename addactionlistener movefileaction frame entryeditor false jmenuitem movetofiledir jmenuitem localization lang move file file directory menu add movetofiledir movetofiledir addactionlistener movefileaction frame entryeditor true jmenuitem deletefile jmenuitem localization lang delete local file menu add deletefile deletefile addactionlistener row getselectedrow selection row filelistentry entry tablemodel getentry row null file exist optional<file> file fileutil expandfilename databasecontext entry link globals prefs getfiledirectorypreferences transactional delete unlink try file ispresent files delete file get topath removeentries catch ioexception ex joptionpane showmessagedialog frame localization lang file permission error localization lang cannot delete file joptionpane error message logger warn file permission error deleting: entry link ex adjustcolumnwidth adjustcolumnwidth column column getcolumncount column width row row getrowcount row tablecellrenderer renderer getcellrenderer row column component comp preparerenderer renderer row column width math max comp getpreferredsize width width columnmodel getcolumn column setpreferredwidth width openselectedfile row getselectedrow row filelistentry entry tablemodel getentry row try optional<externalfiletype> type externalfiletypes getinstance getexternalfiletypebyname entry type get getname jabrefdesktop openexternalfileanyformat databasecontext entry link type ispresent type entry type catch ioexception logger warn cannot open selected file filelisttablemodel gettablemodel tablemodel override string getfieldname fieldname returns component added container might jscrollpane component override jcomponent getpane panel returns text component override jcomponent gettextcomponent override jlabel getlabel label override setlabelcolor color color label setforeground color override string gettext tablemodel getstringrepresentation override settext string newtext tablemodel setcontent newtext override append string text nothing override updatefont nothing override paste string texttoinsert nothing override string getselectedtext null addentry string initiallink row getselectedrow row row filelistentry entry filelistentry initiallink editlistentry entry true tablemodel addentry row entry entryeditor updatefield adjustcolumnwidth addentry list<string> defaultdirectory databasecontext getfiledirectory globals prefs getfiledirectorypreferences defaultdirectory isempty defaultdirectory get null addentry else addentry defaultdirectory get removeentries int[] rows getselectedrows rows null rows length tablemodel removeentry rows[i] entryeditor updatefield adjustcolumnwidth moveentry int[] sel getselectedrows sel length tablemodel getrowcount toidx sel[0] toidx tablemodel getrowcount toidx tablemodel getrowcount toidx toidx tablemodel getrowcount filelistentry entry tablemodel getentry sel[0] tablemodel removeentry sel[0] tablemodel addentry toidx entry entryeditor updatefield setrowselectioninterval toidx toidx adjustcolumnwidth open editor entry param entry entry edit param openbrowse true indicate browse dialog immediately opened true edit accepted false canceled boolean editlistentry filelistentry entry boolean openbrowse editor null editor filelistentryeditor frame entry false true databasecontext else editor setentry entry editor setvisible true openbrowse editor okpressed tablemodel firetabledatachanged entryeditor updatefield adjustcolumnwidth editor okpressed autosetlinks auto setenabled false list<bibentry> entries arraylist<> frame getcurrentbasepanel getselectedentries filesystem lookup jdialog dialog jdialog frame true jabrefexecutorservice instance execute autosetlinks autosetlinks entries null null tablemodel databasecontext auto setenabled true getid entryeditor updatefield adjustcolumnwidth frame output localization lang finished automatically setting external links else frame output localization lang finished automatically setting external links localization lang files found auto download file file found frame getcurrentbasepanel runcommand actions download full text reset auto setenabled true dialog run file download operation downloadfile optional<string> bibtexkey entryeditor getentry getcitekeyoptional bibtexkey ispresent answer joptionpane showconfirmdialog frame localization lang entry bibtex key generate key now? localization lang download file joptionpane ok cancel option joptionpane question message answer joptionpane ok option actionlistener entryeditor getgeneratekeyaction actionperformed null bibtexkey entryeditor getentry getcitekeyoptional downloadexternalfile def downloadexternalfile frame frame getcurrentbasepanel getbibdatabasecontext entryeditor getentry try def download catch ioexception ex logger warn cannot download ex callback method downloadexternalfile uses report result download operation call may never come user canceled operation param file filelistentry linking resulting local file override downloadcomplete filelistentry file tablemodel addentry tablemodel getrowcount file entryeditor updatefield adjustcolumnwidth tableclicklistener mouseadapter override mouseclicked mouseevent getbutton mouseevent button1 getclickcount row rowatpoint getpoint row filelistentry entry tablemodel getentry row editlistentry entry false else ispopuptrigger processpopuptrigger override mousepressed mouseevent ispopuptrigger processpopuptrigger override mousereleased mouseevent ispopuptrigger processpopuptrigger processpopuptrigger mouseevent row rowatpoint getpoint row setrowselectioninterval row row menu show filelisteditor getx gety override undo nothing override redo nothing override setautocompletelistener autocompletelistener listener nothing override clearautocompletesuggestion nothing override setactivebackgroundcolor nothing override setvalidbackgroundcolor nothing override setinvalidbackgroundcolor nothing override updatefontcolor nothing 
93	FileListEditorTransferHandler.java	GUI	net sf jabref gui fieldeditors awt datatransfer clipboard awt datatransfer dataflavor awt datatransfer transferable awt datatransfer unsupportedflavorexception awt dnd dndconstants io file io ioexception net url util arraylist util list javax swing jcomponent javax swing swingutilities javax swing transferhandler net sf jabref gui entrycontainer net sf jabref gui jabrefframe net sf jabref gui externalfiles droppedfilehandler net sf jabref gui externalfiletype externalfiletypes net sf jabref gui groups entrytabletransferhandler net sf jabref logic util io fileutil org apache commons logging log org apache commons logging logfactory filelisteditortransferhandler transferhandler dataflavor urlflavor dataflavor stringflavor jabrefframe frame entrycontainer entrycontainer transferhandler texttransferhandler droppedfilehandler droppedfilehandler log logger logfactory getlog filelisteditortransferhandler param frame param entrycontainer param texttransferhandler instance javax swing plaf basic basictextui texttransferhandler visible therefore cheat filelisteditortransferhandler jabrefframe frame entrycontainer entrycontainer transferhandler texttransferhandler frame frame entrycontainer entrycontainer texttransferhandler texttransferhandler stringflavor dataflavor stringflavor try urlflavor dataflavor application url net url catch classnotfoundexception logger info unable configure drag drop file link table overridden indicate types drags supported link copy copy supported support disables ctrl copy text override getsourceactions jcomponent dndconstants action link dndconstants action copy override exporttoclipboard jcomponent comp clipboard clip action texttransferhandler null texttransferhandler exporttoclipboard comp clip action override boolean importdata jcomponent comp transferable drop target main table want record row item dropped identify entry needed: try list<file> files arraylist<> flavor used dragged file links windows: isdataflavorsupported dataflavor javafilelistflavor suppresswarnings unchecked list<file> transferedfiles list<file> gettransferdata dataflavor javafilelistflavor files addall transferedfiles isdataflavorsupported urlflavor url droplink url gettransferdata urlflavor logger debug url: droplink used one files pasted file manager gnome data consists file paths one file per line: isdataflavorsupported stringflavor string dropstr string gettransferdata stringflavor files addall entrytabletransferhandler getfilesfromdraggedfilesstring dropstr swingutilities invokelater file file files find file's extension any: string name file getabsolutepath fileutil getfileextension name ifpresent extension externalfiletypes getinstance getexternalfiletypebyext extension ifpresent filetype droppedfilehandler null droppedfilehandler droppedfilehandler frame frame getcurrentbasepanel droppedfilehandler handledroppedfile name filetype entrycontainer getentry files isempty found files true catch ioexception ioe logger warn failed read dropped data ioe catch unsupportedflavorexception classcastexception ufe logger warn drop type error ufe supported flavors failed stringbuilder logmessage stringbuilder cannot transfer input: dataflavor[] inflavs gettransferdataflavors dataflavor inflav inflavs logmessage append append inflav logger warn logmessage tostring false method called query whether transfer imported true urls strings javafilelists override boolean canimport jcomponent comp dataflavor[] transferflavors accept input flavor matches supported flavors dataflavor inflav transferflavors inflav match urlflavor inflav match stringflavor inflav match dataflavor javafilelistflavor true nope never heard type false 
94	HtmlTransferable.java	GUI	net sf jabref gui fieldeditors awt datatransfer dataflavor awt datatransfer transferable awt datatransfer unsupportedflavorexception io ioexception based http: newsgroups derkeiler com archive de de comp lang msg00203 html htmltransferable transferable html string dataflavor html flavor dataflavor text html charset utf lang string html format charset could read via jabref mainframe getcurrentbasepanel getencoding dataflavor[] flavors htmltransferable html flavor dataflavor stringflavor string htmltext string plaintext param htmltext text html param plaintext plain text htmltransferable string htmltext string plaintext htmltext htmltext plaintext plaintext override dataflavor[] gettransferdataflavors htmltransferable flavors clone override boolean isdataflavorsupported dataflavor flavor dataflavor flavor htmltransferable flavors flavor equals flavor true false override object gettransferdata dataflavor flavor throws unsupportedflavorexception ioexception flavor equals htmltransferable flavors[htmltransferable string] plaintext else flavor equals htmltransferable flavors[htmltransferable html] htmltext else throw unsupportedflavorexception flavor 
95	JTextAreaWithHighlighting.java	GUI	net sf jabref gui fieldeditors awt event actionevent util optional util regex matcher util regex pattern javax swing abstractaction javax swing keystroke javax swing text badlocationexception javax swing text defaulthighlighter javax swing text document javax swing text highlighter javax swing text keymap javax swing undo cannotredoexception javax swing undo cannotundoexception javax swing undo undomanager net sf jabref globals net sf jabref gui actions actions net sf jabref gui actions pasteaction net sf jabref gui util component jtextareawithplaceholder net sf jabref logic search searchqueryhighlightlistener net sf jabref preferences jabrefpreferences org apache commons logging log org apache commons logging logfactory jtextareawithhighlighting jtextareawithplaceholder searchqueryhighlightlistener log logger logfactory getlog jtextareawithhighlighting optional<pattern> highlightpattern optional empty undomanager undo jtextareawithhighlighting jtextareawithhighlighting string text text creates text area ability highlight parts content also defines placeholder displayed content empty param text param placeholder jtextareawithhighlighting string text string placeholder super text placeholder setupundoredo setuppastelistener setuppastelistener register paste action getactionmap put actions paste pasteaction bind paste command keybinds paste getinputmap put globals getkeyprefs getkey net sf jabref gui keyboard keybinding paste actions paste setupundoredo undo undomanager document doc getdocument listen undo redo events doc addundoableeditlistener evt undo addedit evt getedit create undo action add text component getactionmap put undo abstractaction undo override actionperformed actionevent evt try undo canundo undo undo catch cannotundoexception ignored ignored bind undo action ctl getinputmap put globals getkeyprefs getkey net sf jabref gui keyboard keybinding undo undo create redo action add text component getactionmap put redo abstractaction actions redo override actionperformed actionevent evt try undo canredo undo redo catch cannotredoexception ignored ignored bind redo action ctrl boolean bind true keystroke redokey globals getkeyprefs getkey net sf jabref gui keyboard keybinding redo globals prefs getboolean jabrefpreferences editor emacs keybindings emacs enabled check conflict keys yes bind typically have: ctrl yank emacs redo 'normal' settings emacs key bindings stored keymap input map keymap keymap getkeymap keystroke[] keys keymap getboundkeystrokes keys length keys[i] equals redokey keys length conflict found bind bind false bind getinputmap put redokey redo highlight words textarea param words highlight highlight highlight characters appear charstohighlight highlighter highlighter gethighlighter highlighter removeallhighlights highlightpattern null highlightpattern ispresent string content gettext content isempty highlightpattern ifpresent pattern matcher matcher pattern matcher content matcher find try highlighter addhighlight matcher start matcher end defaulthighlighter defaultpainter catch badlocationexception ble occur matcher works right logger warn highlighting possible bad location ble override settext string text super settext text highlight undo null undo discardalledits override highlightpattern optional<pattern> highlightpattern highlightpattern highlightpattern highlight 
96	PreviewPanelTransferHandler.java	GUI	net sf jabref gui fieldeditors awt datatransfer stringselection awt datatransfer transferable awt dnd dndconstants io ioexception io stringwriter javax swing jcomponent javax swing jeditorpane javax swing transferhandler javax swing text badlocationexception net sf jabref gui entrycontainer net sf jabref gui jabrefframe net sf jabref logic l10n localization org apache commons logging log org apache commons logging logfactory previewpaneltransferhandler filelisteditortransferhandler log logger logfactory getlog previewpaneltransferhandler previewpaneltransferhandler jabrefframe frame entrycontainer entrycontainer transferhandler texttransferhandler super frame entrycontainer texttransferhandler link unsupported dropping microsoft word leads link instead copy override getsourceactions jcomponent component dndconstants action copy override transferable createtransferable jcomponent component component instanceof jeditorpane method called preview panel default transferhandler implementation aware html returns appropriate transferable texttransferhandler createtransferable available know method html conversion hand first get html selected text jeditorpane editorpane jeditorpane component stringwriter stringwriter stringwriter try editorpane geteditorkit write stringwriter editorpane getdocument editorpane getselectionstart editorpane getselectionend catch badlocationexception ioexception logger warn cannot write preview second html text fallback htmltransferable stringwriter tostring editorpane getselectedtext else called preview panel error string stringselection localization lang operation supported 
